Vineyard,Wine,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
East,1410,7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1
South,1334,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9
North,1188,6.3,0.39,0.24,6.9,0.069,9,117,0.9942,3.15,0.35,10.2
North,376,7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8
East,77,7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6
West,1189,9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8
West,21,9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6
East,520,5.9,0.26,0.21,12.5,0.034,36,152,0.9972,3.28,0.43,9.5
East,1522,6.9,0.3,0.3,1.3,0.053,24,186,0.99361,3.29,0.54,9.9
South,899,5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4
West,1192,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4
East,95,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6
North,960,7.8,0.15,0.24,7.7,0.047,21,98,0.9951,2.94,0.31,9.6
East,1085,7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1
North,643,6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2
West,291,7.2,0.29,0.4,13.6,0.045,66,231,0.9977,3.08,0.59,9.6
South,693,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4
North,125,7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2
North,1572,5.4,0.375,0.4,3.3,0.054,29,147,0.99482,3.42,0.52,9.1
North,1010,7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7
North,731,8.5,0.16,0.33,1,0.076,17,57,0.9921,3.14,0.46,10.6
South,824,5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7
West,1610,7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9
North,13,6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6
South,1018,6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6
North,274,11.5,0.54,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8
North,696,6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2
South,197,6.5,0.16,0.34,1.4,0.029,29,133,0.99108,3.33,0.64,11.5
South,1091,6.8,0.28,0.36,8,0.045,28,123,0.9928,3.02,0.37,11.4
North,506,6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9
West,669,6.4,0.21,0.34,16.05,0.04,56,142,0.99678,3.11,0.38,10.6
South,487,6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11
East,1169,8.3,0.21,0.58,17.1,0.049,62,213,1.0006,3.01,0.51,9.3
West,563,6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5
South,1571,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12
West,620,6.2,0.12,0.26,5.7,0.044,56,158,0.9951,3.52,0.37,10.5
North,23,6.4,0.3,0.27,4.4,0.055,17,135,0.9925,3.23,0.44,12.2
North,484,6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.33333333
North,1308,6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4
East,896,9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1
North,1380,6.4,0.35,0.2,5.7,0.034,18,117,0.9944,3.33,0.43,10.1
West,801,7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12
East,779,9.2,0.34,0.27,1.2,0.026,17,73,0.9921,3.08,0.39,10.8
East,788,7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9
South,1192,6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4
South,395,5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11
West,905,6.5,0.32,0.3,2.3,0.051,20,127,0.98964,3.13,0.52,12.8
East,301,7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9
West,1514,7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9
East,1510,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1
East,322,6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1
East,995,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.55
West,586,7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3
East,1257,6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4
West,897,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3
South,113,6.2,0.25,0.47,11.6,0.048,62,210,0.9968,3.19,0.5,9.5
West,688,7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6
South,1034,7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7
West,630,5.8,0.26,0.29,1,0.042,35,101,0.99044,3.36,0.48,11.4
East,669,9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10
North,344,6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4
North,1498,8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2
East,1594,5.5,0.42,0.09,1.6,0.019,18,68,0.9906,3.33,0.51,11.4
West,802,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1
North,1007,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2
North,1238,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9
North,582,5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10
South,1245,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9
North,1401,7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5
West,1040,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8
West,302,6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3
South,1197,6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5
West,1270,6.3,0.23,0.49,7.1,0.05,67,210,0.9951,3.23,0.34,9.5
West,935,7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2
West,1563,4.7,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.5
North,1411,8.5,0.2,0.4,1.1,0.046,31,106,0.99194,3,0.35,10.5
East,923,8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2
East,1116,12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4
East,1151,7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8
West,248,5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5
West,660,6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5
North,143,7.9,0.2,0.39,1,0.041,37,154,0.99093,3.08,0.43,11.9
West,593,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12
East,694,5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4
West,90,7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1
East,1277,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9
East,1412,7.7,0.18,0.3,1.2,0.046,49,199,0.99413,3.03,0.38,9.3
South,867,7,0.28,0.39,8.7,0.051,32,141,0.9961,3.38,0.53,10.5
West,941,7.7,0.705,0.1,2.6,0.084,9,26,0.9976,3.39,0.49,9.7
South,514,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5
South,550,6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7
West,1321,6.9,0.765,0.02,2.3,0.063,35,63,0.9975,3.57,0.78,9.9
East,170,6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4
East,1142,7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10
East,1007,7,0.36,0.3,5,0.04,40,143,0.99173,3.33,0.42,12.2
South,1381,6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5
West,1298,5.9,0.42,0.36,2.4,0.034,19,77,0.99184,3.25,0.48,10.9
East,138,7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10
South,472,7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5
South,575,7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8
East,1403,7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11
West,433,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9
East,367,6.7,0.31,0.32,14.5,0.038,6,79,0.99412,3.14,0.34,12.5
East,1157,5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6
South,634,7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5
West,1098,6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7
North,181,6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6
West,1541,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11
South,392,7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4
West,1085,9.2,0.23,0.3,1.1,0.031,40,99,0.9929,2.94,0.3,10.4
North,324,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2
West,1097,6.3,0.22,0.28,2.4,0.042,38,102,0.98998,3.14,0.37,11.6
South,275,7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3
North,957,8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1
West,879,7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3
North,426,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8
North,1280,11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11
East,1566,7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6
South,245,5.6,0.41,0.22,7.1,0.05,44,154,0.9931,3.3,0.4,10.5
West,312,8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6
South,88,7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2
South,1335,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4
West,319,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4
North,1170,8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7
West,5,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5
West,56,6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11
North,453,7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9
East,311,6.8,0.34,0.1,1.4,0.049,29,118,0.9936,3.21,0.41,9.5
East,186,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6
North,534,7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7
West,723,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8
East,229,6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3
East,1356,6.8,0.17,0.36,1.4,0.036,38,108,0.99006,3.19,0.66,12
North,1503,6.5,0.28,0.38,7.8,0.031,54,216,0.99154,3.03,0.42,13.1
South,53,6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6
North,1381,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6
North,980,6.5,0.58,0,2.2,0.096,3,13,0.99557,3.62,0.62,11.5
East,1078,9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3
North,667,6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9
North,883,7.6,0.2,0.68,12.9,0.042,56,160,0.99841,3.05,0.41,8.7
East,1140,8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12
South,1162,6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2
North,400,6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5
North,661,6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1
North,2,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5
South,1436,6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4
South,62,7.6,0.31,0.27,8.8,0.021,57,156,0.99442,3.08,0.38,11
South,540,7.9,1.04,0.05,2.2,0.084,13,29,0.9959,3.22,0.55,9.9
South,1518,7.3,0.22,0.3,8.2,0.047,42,207,0.9966,3.33,0.46,9.5
South,1341,6.1,0.22,0.46,1.8,0.16,34,74,0.9884,3.19,0.33,13.4
East,620,8.5,0.16,0.35,1.6,0.039,24,147,0.9935,2.96,0.36,10
East,315,12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3
North,849,6.4,0.4,0.23,1.6,0.066,5,12,0.9958,3.34,0.56,9.2
East,295,7.4,0.18,0.3,8.8,0.064,26,103,0.9961,2.94,0.56,9.3
North,1153,7,0.975,0.04,2,0.087,12,67,0.99565,3.35,0.6,9.4
South,64,8.1,0.28,0.34,1.3,0.035,11,126,0.99232,3.14,0.5,9.8
South,30,9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4
North,1325,7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9
West,672,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2
West,1597,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333
West,1280,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5
East,1104,6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2
East,925,6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2
South,880,7.3,0.34,0.21,3.2,0.05,14,136,0.9936,3.25,0.44,10.2
South,1542,6.8,0.67,0.02,1.8,0.05,5,11,0.9962,3.48,0.52,9.5
South,1315,6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4
West,76,6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5
South,1130,7.3,0.49,0.32,5.2,0.043,18,104,0.9952,3.24,0.45,10.7
East,1276,7.3,0.18,0.29,1,0.036,26,101,0.99,3.09,0.37,11.7
South,1083,7.5,0.28,0.39,10.2,0.045,59,209,0.9972,3.16,0.63,9.6
West,1286,8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55
West,619,9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10
South,577,6.5,0.24,0.19,1.2,0.041,30,111,0.99254,2.99,0.46,9.4
West,587,5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3
North,222,5.9,0.44,0.33,1.2,0.049,12,117,0.99134,3.46,0.44,11.5
North,303,6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10
East,192,6.1,0.26,0.25,2.9,0.047,289,440,0.99314,3.44,0.64,10.5
East,1551,5.8,0.24,0.39,1.5,0.054,37,158,0.9932,3.21,0.52,9.3
West,1444,8,0.43,0.4,12.4,0.168,29,190,0.9991,3.07,0.64,9.2
East,34,6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8
West,263,6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5
North,1480,7,0.53,0.02,1,0.036,39,107,0.993,3.2,0.32,9
South,711,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8
West,1629,6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9
East,1000,5.3,0.4,0.25,3.9,0.031,45,130,0.99072,3.31,0.58,11.75
East,975,5.8,0.61,0.01,8.4,0.041,31,104,0.9909,3.26,0.72,14.05
North,986,7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2
South,1526,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9
West,739,7.9,0.16,0.74,17.85,0.037,52,187,0.9998,2.99,0.41,9.3
North,161,7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12
West,651,6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7
North,827,6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9
West,1092,6.4,0.24,0.23,2,0.046,30,133,0.9908,3.12,0.54,11.4
North,70,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4
North,541,6.2,0.36,0.27,3.2,0.032,13,73,0.98942,2.9,0.69,12.6
West,413,6,0.4,0.3,1.6,0.047,30,117,0.9931,3.17,0.48,10.1
West,403,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2
East,872,7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2
West,1043,6,0.17,0.29,9.7,0.044,33,98,0.99536,3.12,0.36,9.2
South,1101,7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5
East,1493,7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10
North,1333,7.2,0.28,0.3,10.7,0.044,61,222,0.9972,3.14,0.5,9.1
North,59,7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8
South,462,6.8,0.6,0.18,1.9,0.079,18,86,0.9968,3.59,0.57,9.3
South,1534,6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3
South,188,7,0.61,0.26,1.7,0.051,25,161,0.9946,3.36,0.6,10.6
West,74,8.5,0.21,0.41,4.3,0.036,24,99,0.9947,3.18,0.53,9.7
South,1270,6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1
East,372,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9
South,1004,6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8
North,605,10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1
North,214,6.7,0.34,0.3,15.6,0.054,51,196,0.9982,3.19,0.49,9.3
East,958,6.5,0.26,0.27,12.9,0.044,69,215,0.9967,3.17,0.43,10
West,1452,7,0.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2
South,1402,7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6
East,926,6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8
North,561,8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12
East,1507,6.7,0.26,0.49,8.1,0.052,48,197,0.99558,3.19,0.48,9.5
North,85,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5
East,1599,8.1,0.28,0.39,1.9,0.029,18,79,0.9923,3.23,0.52,11.8
North,399,6.9,0.24,0.35,1,0.052,35,146,0.993,3.45,0.44,10
North,1537,15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2
South,287,9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5
West,1373,6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9
East,371,6.7,0.31,0.42,6.4,0.057,25,148,0.9955,3.16,0.45,9.6
North,1282,10.4,0.24,0.46,1.8,0.075,6,21,0.9976,3.25,1.02,10.8
South,1268,8.2,0.18,0.38,1.1,0.04,41,92,0.99062,2.88,0.6,12
South,1532,6.6,0.14,0.44,1.6,0.042,47,140,0.993,3.32,0.51,10.2
North,694,7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9
West,548,6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4
North,987,7.2,0.26,0.38,1.5,0.061,12,120,0.99192,3.18,0.46,10.4
South,1181,6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4
South,1469,6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3
South,1137,6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12
North,1049,8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12
North,260,7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4
North,718,10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4
East,1217,7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7
South,679,6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12
West,1088,6.6,0.32,0.27,10.9,0.041,37,146,0.9963,3.24,0.47,10
West,1274,11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8
South,42,8.2,0.22,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5
South,1395,7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5
East,1525,7,0.24,0.25,1.7,0.042,48,189,0.992,3.25,0.42,11.4
West,1084,7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9
North,742,7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6
North,893,6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3
West,920,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8
South,1508,7.3,0.3,0.22,6.4,0.056,44,168,0.9947,3.13,0.35,10.1
West,500,6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5
North,1508,6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8
South,198,8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3
South,905,6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8
West,159,6.8,0.53,0.35,3.8,0.034,26,109,0.9906,3.26,0.57,12.7
South,1241,6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5
West,857,5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6
South,434,7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2
East,220,5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3
North,1618,6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2
East,845,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4
North,15,7.3,0.33,0.22,1.4,0.041,40,177,0.99287,3.14,0.48,9.9
North,962,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5
South,248,6.1,0.18,0.36,2,0.038,20,249.5,0.9923,3.37,0.79,11.3
East,983,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7
West,199,8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10
North,1576,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4
South,1191,6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6
East,1621,8.5,0.44,0.5,1.9,0.369,15,38,0.99634,3.01,1.1,9.4
South,1235,6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6
North,791,6.5,0.43,0.28,12,0.056,23,174,0.9986,3.31,0.55,9.3
East,742,6.3,0.39,0.16,1.4,0.08,11,23,0.9955,3.34,0.56,9.3
South,1232,6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4
South,1516,7.9,0.28,0.41,2,0.044,50,152,0.9934,3.45,0.49,10.7
West,1587,7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5
West,398,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4
North,419,6.9,0.17,0.25,1.6,0.047,34,132,0.9914,3.16,0.48,11.4
South,156,7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9
West,392,6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8
North,486,8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7
West,313,7.7,0.4,0.27,4.5,0.034,27,95,0.99175,3.21,0.59,12.3
West,1334,9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7
West,1367,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8
East,729,7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1
North,540,7,0.15,0.34,1.4,0.039,21,177,0.9927,3.32,0.62,10.8
North,312,6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2
North,597,6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5
West,691,7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2
West,1108,7.5,0.52,0.42,2.3,0.087,8,38,0.9972,3.58,0.61,10.5
South,1041,6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7
North,906,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7
North,881,7,0.27,0.48,6.1,0.042,60,184,0.99566,3.2,0.5,9.4
North,174,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
West,1021,6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8
West,728,6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6
South,1322,6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6
South,415,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7
North,607,6.4,0.22,0.34,1.8,0.057,29,104,0.9959,3.81,0.57,10.3
East,956,6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3
East,623,7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4
South,636,7.8,0.27,0.34,1.6,0.046,27,154,0.9927,3.05,0.45,10.5
North,653,6.4,0.32,0.25,5,0.055,28,138,0.99171,3.27,0.5,12.4
West,957,6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8
North,656,7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8
West,1072,8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5
East,313,6.8,0.27,0.24,4.6,0.098,36,127,0.99412,3.15,0.49,9.6
South,886,7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4
East,1617,12.5,0.6,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9
West,167,7.8,0.61,0.29,1.6,0.114,9,29,0.9974,3.26,1.56,9.1
South,272,8.9,0.31,0.57,2,0.111,26,85,0.9971,3.26,0.53,9.7
East,349,6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4
East,381,8.2,0.56,0.23,3.4,0.078,14,104,0.9976,3.28,0.62,9.4
